Category,Clue,Answer,General Subject,Specific Subject,Correct,Value,Level,Date
Write Place,"n his travel journals, Lawrence Ferlinghetti wrote of taking this hyphenated railway, which played very loud Russian music",Trans-Siberian Railway,Geography,Railways,TRUE,2000,5,12/26/2022
Wrong Time,"The Latin for ""slow"" gives us this adjective, what you don't want to be deemed when you arrive at school",Tardy,Linguistics,Latin,FALSE,400,1,12/26/2022
Wrong Time,"You're so out of touch with societal mores, you're this; now time for the same-named bourbon cocktail",Old Fashioned,General Knowledge,Mixology,TRUE,800,2,12/26/2022
Wrong Time,"Founded to combat polio, the March of Dimes today tries to combat this type of birth",Premature,Science,Medicine,TRUE,1200,3,12/26/2022
Wrong Time,This idiom applies literally if you promise to pay 10 bucks on Tuesday & show up with 9 on Wednesday,A day later and a dollar short,Linguistics,Idioms,FALSE,1600,4,12/26/2022
Wrong Time,"Unripe fruit can be called this, which may also refer to your brand of juvenile humor",Immature,Linguistics,Vocabulary,FALSE,2000,5,12/26/2022
TV Finales,"n a reunion over 40 years in the making, Dolly Parton appeared as an angel named Agnes in the final episode of this comedy in 2022",Grace and Frankie,Television,Show Titles,FALSE,0,6,12/26/2022
Orchestral Maneuvers in the Park,"On July 5, 1986 800,000 hit Central Park to enjoy the N.Y. Philharmonic & the reopening of this tall landmark off downtown",Statue of Liberty,Geography,Cities,FALSE,200,1,12/23/2022
Orchestral Maneuvers in the Park,"On July 4, 2022 this city's Pops returned to the Hatch Shell on the Esplanade to bring in Independence Day with a bang",Boston,Geography,Cities,FALSE,400,2,12/23/2022
Orchestral Maneuvers in the Park,"This man's marches are a park orchestra staple, like in 2021 when Pacific Symphony played 1899's ""Hands Across The Sea""",Sousa,Music,Classical,TRUE,600,3,12/23/2022
Orchestral Maneuvers in the Park,Check out the philharmonicof this world capital as it played its summer night concert on the grounds of the Schönbrunn Palace,Viebnna,Geography,Cities,FALSE,800,4,12/23/2022
Orchestral Maneuvers in the Park,"In 1991, rain didn't deter 125,000 as the Philharmonia Orchestra backed this Italian tenor in London's Hyde Park",Pavarotti,Music,Classical,FALSE,1000,5,12/23/2022
Literature: Blank it and Bank it,"""'Please, sir,' replied Oliver, 'I want ____ ____'""","""Some More""",Literature,Quotes,TRUE,200,1,12/23/2022
Literature: Blank it and Bank it,"""Honour the charge they made! Honour the ____ ____, noble six hundred!""","""Light Brigade""",Literature,Quotes,TRUE,400,2,12/23/2022
Literature: Blank it and Bank it,"""Stay _, Ponyboy, Stay _""","""Gold""",Literature,Quotes,FALSE,600,3,12/23/2022
Literature: Blank it and Bank it,"""The deep and dank tarn at my feet closed sullenly and silently over the fragments of the 'House of ____!'""","""Usher""",Literature,Quotes,TRUE,800,4,12/23/2022
Literature: Blank it and Bank it,"""When ____ last in the dooryard bloom'd, and the great star early droop'd in the western sky""","""Lilacs""",Literature,Quotes,FALSE,1000,5,12/23/2022
Everyday Royalty and Nobility,"Home to the Croissan'wich, this fast food chain had trademark issues Down Under, so it's known as Hungry Jack's in Australia",Burger King,Business,Companies,FALSE,200,1,12/23/2022
Everyday Royalty and Nobility,"This university traces its roots back to an 1838 schoolhouse in Randolph County, North Carolina",Duke University,Geography,Universities,TRUE,400,2,12/23/2022
Everyday Royalty and Nobility,"Asked if he was okay playing the 2007 Super Bowl halftime show in a downpour, he had a request--""Can you make it rain harder?""",Prince,Music,Pop,FALSE,600,3,12/23/2022
Everyday Royalty and Nobility,"Remembering the category title, it's where you'll find La Guardia airport &--a bit smaller--Alley Pond Environmental Center",Queens,Geography,Cities,TRUE,800,4,12/23/2022
Everyday Royalty and Nobility,We commission you to give the first & last names of this Chief Justice of the United States from 1953 to 1969,Earl Warren,Law,Supreme Court Justices,FALSE,1000,5,12/23/2022
Sport Equipment,"For tenpin, these are all 8.5 inches in diameter & can weigh up to 16 pounds",Bowling Balls,Sports,Bowling,FALSE,200,1,12/23/2022
Sport Equipment,Hybrid golf clubs are so named because they combine the qualities of these 2 traditional types of clubs,"Woods, Irons",Sports,Golf,TRUE,400,2,12/23/2022
Sport Equipment,Most of the material used to make the moving objects in this sport comes from a Scottish quarry on Ailsa Craig,Curling,Sports,Curling,TRUE,600,3,12/23/2022
Sport Equipment,Some tennis rackets are made with this DuPont product that's also used to make bulletproof vests,Kevlar,Sports,Tennis,TRUE,800,4,12/23/2022
Sport Equipment,A powder made from pine trees is what fills this bag used on the mound to get a better grip,Rosin Bag,Sports,Baseball,FALSE,1000,5,12/23/2022
That Was My Home,His Neverland Ranch was on the market for $100 million in 2015 but sold for just $22 million 5 years later,Michael Jackson,Music,Pop,FALSE,200,1,12/23/2022
That Was My Home,"Built by movie producer Sam in 1934, a Beverly Hills estate stayed in this family until Taylor Swift bought it in 2015",Goldwyn,Film,Directors,FALSE,400,2,12/23/2022
That Was My Home,"Built for George Vanderbilt, this estate in North Carolina features a mansion in French Renaissance style",Biltmore Estate,Business,Executives,FALSE,600,3,12/23/2022
That Was My Home,"Pickfair, a 42-room Beverly Hills estate, was owned by these 2 early film stars & later, by Pia Zadora & Lakers owner Jerry Buss","Douglas Fairbanks, Mary Pickford",Film,Actors,FALSE,800,4,12/23/2022
That Was My Home,"The manor, 56,500 sq. feet with room to park 100 cars, belonged to this mega-producer of ""Beverly Hills, 90210"" & ""Dynasty""",Spelling,Film,Directors,FALSE,1000,5,12/23/2022
Prepositional Phrases,"Someone being thoroughly tested is ""put through"" these steps",Their Paces,Linguistics,Idioms,TRUE,200,1,12/23/2022
Prepositional Phrases,"""IOW"" is Internet shorthand for this, a different way to say something",In Other Words,Linguistics,Acronyms,TRUE,400,2,12/23/2022
Prepositional Phrases,"When singing ""America The Beautiful"", you end with these 5 words",From Sea to Shining Sea,Music,Folk Songs,TRUE,600,3,12/23/2022
Prepositional Phrases,"Stuck with 2 bad options, you're this, the title of a book by trapped climber Aron Ralston",Between a rock and a hard place,Linguistics,Idioms,TRUE,800,4,12/23/2022
Prepositional Phrases,"Let's ""bend"" to this expression that refers to the more prominent space on page 1 of a newspaper",Aboce the fold,Linguistics,Idioms,FALSE,1000,5,12/23/2022
Native Amerian History,"The Havasupai are the ""guardians of"" this landmark & live on a reservation below its south rim",Grand Canyon,Geography,People,TRUE,400,1,12/23/2022
Native Amerian History,"These residential ""schools"" like the Carlisle Indian School founded in 1879 suppressed the language & culture of Native kids",Indian Boarding Schools,History,American History,FALSE,800,2,12/23/2022
Native Amerian History,"Shawnee leader Tecumseh sided with the British during this conflict, helping in the capture of Detroit",War of 1812,History,American History,FALSE,1200,3,12/23/2022
Native Amerian History,"This chief befriended Washington Territory settlers, who named a city for him & paid him for the use of his name",Seattle,Geography,Cities,FALSE,1600,4,12/23/2022
Native Amerian History,Osceola was a leader of this people who resisted removal from their land in Florida in the 1830s,Seminoles,Geography,People,TRUE,2000,5,12/23/2022
Around Asia,The plateau of this disputed land is the major source of the rivers of South & East Asia,Tibet,Geography,Asia,TRUE,400,1,12/23/2022
Around Asia,Mainland Asia's southernmost point is Cape Piai at the tip of this peninsula,Malay Peninsula,Geography,Asia,FALSE,800,2,12/23/2022
Around Asia,The boundary between Asia & Europe runs through the Bosporus & this other strait to the southwest,Straight of the Dardanelles,Geography,Europe,FALSE,1200,3,12/23/2022
Around Asia,"Known as the Caucasus Indicus in ancient times, the mountain range seen hereis today called the Hindu this",Kush,Geography,Asia,FALSE,1600,4,12/23/2022
Around Asia,"The largest inland body of water in the world, it's named for an ancient people of Transcaucasia",Caspian Sea,Geography,Lakes,FALSE,2000,5,12/23/2022
Biological Processes,"From the Latin for ""fine powder"", it's the process by which microscopic grains from one plant travel to another to fertilize it",Pollination,Science,Biology,TRUE,400,1,12/23/2022
Biological Processes,These glands that aid in digestion are found under the tongue & inside the cheeks & the lower jaw,Salivary Glands,Science,Anatomy,TRUE,800,2,12/23/2022
Biological Processes,"As part of this system, the thin walls of the alveoli are conducive to extracting carbon dioxide & getting oxygen to the blood",Respiratory System,Science,Anatomy,TRUE,1200,3,12/23/2022
Biological Processes,"In the process of adolescence, the slow development of the PFC, or prefrontal this, may explain risk-taking",Cortex,Science,Anatomy,TRUE,1600,4,12/23/2022
Biological Processes,"There's no place like this, the regulating process in which equilibrium is the ultimate goal in an organism",Homeostasi,Science,Biology,TRUE,2000,5,12/23/2022
All Stars,"Weighing 563 carats, the Star of India is one of these blue gems",Sapphire,Science,Geology,FALSE,400,1,12/23/2022
All Stars,"The music for this came from a festive British song titled ""To Anacreon In Heaven""",Star Spangled Banner,Music,American,FALSE,800,2,12/23/2022
All Stars,A logo for this department store uses a red star before the company name & another star for the apostrophe,Macy's,Business,Companies,TRUE,1200,3,12/23/2022
All Stars,"This destructive starfish, named for a relic worn by Jesus, is considered a major threat to Pacific coral reefs",Crown of Thorns,Religion,Christianity,FALSE,1600,4,12/23/2022
All Stars,Harry Truman once worked in the mailroom of the Pulitzer-winning Star of this city,Kansas City,Geography,Cities,FALSE,2000,5,12/23/2022
5-Letter Words,The 10 Commandments say not to do this to another man's house or wife,Covet,Religion,Commandments,TRUE,400,1,12/23/2022
5-Letter Words,There are 2 Vs in this word meaning extreme enthusiasm or spirit,Verve,Linguistics,Vocabulary,FALSE,800,2,12/23/2022
5-Letter Words,"It's a small, secret group of plotters & can also mean their conspiracy",Cabal,Linguistics,Vocabulary,TRUE,1200,3,12/23/2022
5-Letter Words,This word for the sound a bell makes rhymes with bell,Knell,Linguistics,Vocabulary,TRUE,1600,4,12/23/2022
5-Letter Words,"This adjective meaning ""full of substance"" is also a punny way to describe the hat seen here",Pithy,Fashion,Clothing,FALSE,2000,5,12/23/2022
Rian Johnson Loves a Whodunit,"(Rian Johnson presents the clue.) The 1978 version of ""Death on the Nile"" is so fantastic, as is Peter Ustinov, who is my favorite actor to play this famous Belgian sleuth",Poirot,Literature,Characters,FALSE,400,1,12/23/2022
Rian Johnson Loves a Whodunit,"(Rian Johnson presents the clue.) An underappreciated film is 1973's ""The Last of Sheila"", a murder mystery written by the unexpected duo of Stephen Sondheim & this star of ""Psycho""",Anthony Perkins,Film,Actors,FALSE,800,2,12/23/2022
Rian Johnson Loves a Whodunit,"(Rian Johnson presents the clue.) For the look of ""Knives Out"", I pictured films set in large houses like ""Deathtrap"" & ""Sleuth"", both of which starred thisOscar winner, known for his Cockney accents",Michael Cain,Film,Actors,FALSE,1200,3,12/23/2022
Rian Johnson Loves a Whodunit,"(Rian Johnson presents the clue.) ""Just one more thing""--what I loved about this show was while you knew whodunit in the first five minutes, the suspense & the fun was in how Peter Falk nailed them for it",Columbo,Television,Show Titles,TRUE,1600,4,12/23/2022
Rian Johnson Loves a Whodunit,"(Rian Johnson presents the clue.) The loving relationship in ""The Thin Man"" between these two lead characters is endearing, & the only killing they do is of 12 martinis between them at a sitting","Nick Charles, Nora Charles",Film,Characters,FALSE,2000,5,12/23/2022
American Poems,"In an 1847 poem this character sees her town of Grand-Pré burned, but finally reunites with her beau for a kiss before his death",Evangeline,Literature,Poetry,TRUE,0,6,12/23/2022
Technology History,"A 2012 pilot program by police in Rialto, California used BWCs, body-worn these",Cameras,Technology,Media,TRUE,200,1,12/22/2022
Technology History,The genius & importance of Eli Whitney's cotton gin was that it easily removed these from raw cotton,Seeds,Technology,Machines,TRUE,400,2,12/22/2022
Technology History,"Early on Dec. 7, 1941, a new SCR-270 radar device detected but didn't recognize Japanese aircraft over this island",Oahu,History,WWII,FALSE,600,3,12/22/2022
Technology History,"In 1998, Campbell Aird got what was called the first thisarm, electronically controlled like on TV's ""Six Million Dollar Man""",Bionic,Science,Medicine,FALSE,800,4,12/22/2022
Technology History,"Paul II, pope from 1464 to 1471, set up Rome's first of these new machines",Printing Press,Technology,Machines,FALSE,1000,5,12/22/2022
Change the Vowel,He's the misunderstood alpha creature of Skull Island,King Kong,Film,Movies,FALSE,200,1,12/22/2022
Change the Vowel,Adjective meaning indecisive or weakly ineffective,Wishy-Washy,Linguistics,Vocabulary,FALSE,400,2,12/22/2022
Change the Vowel,"The name of the club in ""Cabaret"", or a candy bar",Kit Kat,Theater,Musicals,FALSE,600,3,12/22/2022
Change the Vowel,"""A rub dub, just relaxing in the tub"" is a line from this Bobby Darin hit song","""Splish Splash""",Music,Pop,FALSE,800,4,12/22/2022
Change the Vowel,Informal conversation about unimportant matters,Chit-Chat,Linguistics,Vocabulary,FALSE,1000,5,12/22/2022
